"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)","Annotation of Estimate!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)","Annotation of Margin of Error!!Median household income in the past 12 months (in 2015 Inflation-adjusted dollars)",
"1500000US060014001001","Block Group 1, Census Tract 4001, Alameda County, California","174113","null","37080","null",
"1500000US060014002001","Block Group 1, Census Tract 4002, Alameda County, California","143819","null","26281","null",
"1500000US060014002002","Block Group 2, Census Tract 4002, Alameda County, California","139792","null","23558","null",
"1500000US060014003001","Block Group 1, Census Tract 4003, Alameda County, California","154625","null","104102","null",
"1500000US060014003002","Block Group 2, Census Tract 4003, Alameda County, California","54679","null","16473","null",
"1500000US060014003003","Block Group 3, Census Tract 4003, Alameda County, California","null","null","null","null",
"1500000US060014003004","Block Group 4, Census Tract 4003, Alameda County, California","91786","null","46966","null",
"1500000US060014004001","Block Group 1, Census Tract 4004, Alameda County, California","109659","null","20972","null",
"1500000US060014004002","Block Group 2, Census Tract 4004, Alameda County, California","95972","null","25789","null",
"1500000US060014004003","Block Group 3, Census Tract 4004, Alameda County, California","92286","null","16029","null",
"1500000US060014005001","Block Group 1, Census Tract 4005, Alameda County, California","78333","null","10780","null",
"1500000US060014005002","Block Group 2, Census Tract 4005, Alameda County, California","78977","null","14235","null",
"1500000US060014005003","Block Group 3, Census Tract 4005, Alameda County, California","61250","null","36153","null",
"1500000US060014006001","Block Group 1, Census Tract 4006, Alameda County, California","62143","null","29681","null",
"1500000US060014006002","Block Group 2, Census Tract 4006, Alameda County, California","56750","null","24677","null",
"1500000US060014007001","Block Group 1, Census Tract 4007, Alameda County, California","40583","null","8611","null",
"1500000US060014007002","Block Group 2, Census Tract 4007, Alameda County, California","41250","null","13224","null",
"1500000US060014007003","Block Group 3, Census Tract 4007, Alameda County, California","46635","null","32260","null",
"1500000US060014007004","Block Group 4, Census Tract 4007, Alameda County, California","35125","null","14727","null",
"1500000US060014008001","Block Group 1, Census Tract 4008, Alameda County, California","81688","null","26066","null",
"1500000US060014008002","Block Group 2, Census Tract 4008, Alameda County, California","46635","null","20601","null",
"1500000US060014008003","Block Group 3, Census Tract 4008, Alameda County, California","55363","null","7403","null",
"1500000US060014009001","Block Group 1, Census Tract 4009, Alameda County, California","54432","null","4299","null",
"1500000US060014009002","Block Group 2, Census Tract 4009, Alameda County, California","79741","null","30709","null",
"1500000US060014010001","Block Group 1, Census Tract 4010, Alameda County, California","52532","null","31435","null",
"1500000US060014010002","Block Group 2, Census Tract 4010, Alameda County, California","65909","null","11226","null",
"1500000US060014010003","Block Group 3, Census Tract 4010, Alameda County, California","61042","null","24379","null",
"1500000US060014010004","Block Group 4, Census Tract 4010, Alameda County, California","null","null","null","null",
"1500000US060014010005","Block Group 5, Census Tract 4010, Alameda County, California","32942","null","15860","null",
"1500000US060014010006","Block Group 6, Census Tract 4010, Alameda County, California","21964","null","5160","null",
"1500000US060014011001","Block Group 1, Census Tract 4011, Alameda County, California","72153","null","24242","null",
"1500000US060014011002","Block Group 2, Census Tract 4011, Alameda County, California","61971","null","9615","null",
"1500000US060014011003","Block Group 3, Census Tract 4011, Alameda County, California","47969","null","20465","null",
"1500000US060014011004","Block Group 4, Census Tract 4011, Alameda County, California","56893","null","25853","null",
"1500000US060014012001","Block Group 1, Census Tract 4012, Alameda County, California","89306","null","26788","null",
"1500000US060014012002","Block Group 2, Census Tract 4012, Alameda County, California","84375","null","19620","null",
"1500000US060014012003","Block Group 3, Census Tract 4012, Alameda County, California","64250","null","44475","null",
"1500000US060014013001","Block Group 1, Census Tract 4013, Alameda County, California","36010","null","4785","null",
"1500000US060014013002","Block Group 2, Census Tract 4013, Alameda County, California","28095","null","11211","null",
"1500000US060014013003","Block Group 3, Census Tract 4013, Alameda County, California","49301","null","5983","null",
"1500000US060014014001","Block Group 1, Census Tract 4014, Alameda County, California","36875","null","12917","null",
"1500000US060014014002","Block Group 2, Census Tract 4014, Alameda County, California","19912","null","10333","null",
"1500000US060014014003","Block Group 3, Census Tract 4014, Alameda County, California","32857","null","16872","null",
"1500000US060014015001","Block Group 1, Census Tract 4015, Alameda County, California","19620","null","9903","null",
"1500000US060014015002","Block Group 2, Census Tract 4015, Alameda County, California","52206","null","5176","null",
"1500000US060014015003","Block Group 3, Census Tract 4015, Alameda County, California","58125","null","24799","null",
"1500000US060014016001","Block Group 1, Census Tract 4016, Alameda County, California","35625","null","17706","null",
"1500000US060014016002","Block Group 2, Census Tract 4016, Alameda County, California","41518","null","19801","null",
"1500000US060014017001","Block Group 1, Census Tract 4017, Alameda County, California","64667","null","60107","null",
"1500000US060014017002","Block Group 2, Census Tract 4017, Alameda County, California","77721","null","34864","null",
"1500000US060014017003","Block Group 3, Census Tract 4017, Alameda County, California","-","-","**","**",
"1500000US060014018001","Block Group 1, Census Tract 4018, Alameda County, California","47697","null","10182","null",
"1500000US060014018002","Block Group 2, Census Tract 4018, Alameda County, California","20250","null","4061","null",
"1500000US060014022001","Block Group 1, Census Tract 4022, Alameda County, California","35781","null","11918","null",
