fips,county_name,region,rural_pct,population,rural_pop,rural_flag
06077003406,San Joaquin CA,Central Valley Region,0,3769,0,0
06077004402,San Joaquin CA,Central Valley Region,0,5599,0,0
06077004600,San Joaquin CA,Rural Areas,0.8744056402688966,6099,5333,1
06077001400,San Joaquin CA,Central Valley Region,0,5015,0,0
06077003106,San Joaquin CA,Central Valley Region,0,3862,0,0
06077001700,San Joaquin CA,Central Valley Region,0,4026,0,0
06077000401,San Joaquin CA,Central Valley Region,0,3351,0,0
06077003404,San Joaquin CA,Central Valley Region,0,5849,0,0
06001450200,Alameda CA,Bay Area Region,0,6456,0,0
06001444100,Alameda CA,Bay Area Region,0,7703,0,0
06001406201,Alameda CA,Bay Area Region,0,5019,0,0
06001406202,Alameda CA,Bay Area Region,0,4769,0,0
06001428000,Alameda CA,Bay Area Region,0,2997,0,0
06001409700,Alameda CA,Bay Area Region,0,5523,0,0
06001432100,Alameda CA,Bay Area Region,0,4121,0,0
06001409200,Alameda CA,Bay Area Region,0,3755,0,0
06001450741,Alameda CA,Bay Area Region,0,5482,0,0
06001450300,Alameda CA,Bay Area Region,0,5548,0,0
06001401500,Alameda CA,Bay Area Region,0,2661,0,0
06001401400,Alameda CA,Bay Area Region,0,5355,0,0
06001438400,Alameda CA,Bay Area Region,0,2460,0,0
06001423300,Alameda CA,Bay Area Region,0,3738,0,0
06001423902,Alameda CA,Bay Area Region,0,1464,0,0
06001438000,Alameda CA,Bay Area Region,0,3409,0,0
06001402200,Alameda CA,Bay Area Region,0,3250,0,0
06001436700,Alameda CA,Bay Area Region,0,3689,0,0
06001437900,Alameda CA,Bay Area Region,0,2426,0,0
06013389200,Contra Costa CA,Bay Area Region,0,1907,0,0
06013359102,Contra Costa CA,Bay Area Region,0,5496,0,0
06013379000,Contra Costa CA,Bay Area Region,0,7255,0,0
06013337300,Contra Costa CA,Bay Area Region,0,6147,0,0
06013345111,Contra Costa CA,Bay Area Region,0,5990,0,0
06013333102,Contra Costa CA,Bay Area Region,0,4090,0,0
06013323000,Contra Costa CA,Bay Area Region,0,4622,0,0
06013387000,Contra Costa CA,Bay Area Region,0,2993,0,0
06019003600,Fresno CA,Central Valley Region,0,4062,0,0
06019005507,Fresno CA,Central Valley Region,0,6097,0,0
06019004505,Fresno CA,Central Valley Region,0,5164,0,0
06019007202,Fresno CA,Rural Areas,1,5292,5292,1
06019001000,Fresno CA,Central Valley Region,0.0050729232720355105,4731,24,0
06019001304,Fresno CA,Central Valley Region,0,5496,0,0
06019007003,Fresno CA,Rural Areas,1,8006,8006,1
06085500100,Santa Clara CA,Bay Area Region,0,7969,0,0
06085509107,Santa Clara CA,Bay Area Region,0,5242,0,0
06085508800,Santa Clara CA,Bay Area Region,0,3635,0,0
06085507500,Santa Clara CA,Bay Area Region,0,5984,0,0
06085512030,Santa Clara CA,Bay Area Region,0,3096,0,0
06085512021,Santa Clara CA,Bay Area Region,0,6292,0,0
06085507203,Santa Clara CA,Bay Area Region,0,2891,0,0
06085505403,Santa Clara CA,Bay Area Region,0,8695,0,0
06085503709,Santa Clara CA,Bay Area Region,0,6878,0,0
06085503504,Santa Clara CA,Bay Area Region,0,5888,0,0
06085503208,Santa Clara CA,Bay Area Region,0,3737,0,0
06085502906,Santa Clara CA,Bay Area Region,0,4848,0,0
06085502400,Santa Clara CA,Bay Area Region,0,7235,0,0
06085504411,Santa Clara CA,Bay Area Region,0,5350,0,0
06085504412,Santa Clara CA,Bay Area Region,0,4703,0,0
06085510803,Santa Clara CA,Bay Area Region,0,2781,0,0
06085502002,Santa Clara CA,Bay Area Region,0,5166,0,0
06085503110,Santa Clara CA,Bay Area Region,0,4407,0,0
06085504415,Santa Clara CA,Bay Area Region,0,5218,0,0
06099000807,Stanislaus CA,Central Valley Region,0,3782,0,0
06099000907,Stanislaus CA,Central Valley Region,0,3371,0,0
06099000911,Stanislaus CA,Central Valley Region,0,4966,0,0
06099000302,Stanislaus CA,Rural Areas,1,2782,2782,1
06099002602,Stanislaus CA,Central Valley Region,0,5495,0,0
06099003100,Stanislaus CA,Rural Areas,0.6450689565443664,3843,2479,1
06099001900,Stanislaus CA,Central Valley Region,0,5863,0,0
06099003400,Stanislaus CA,Rural Areas,1,1675,1675,1
06099003905,Stanislaus CA,Central Valley Region,0,3940,0,0
06027000200,Inyo CA,Rural Areas,1,1698,1698,1
06053014102,Monterey CA,Central Coast Region,0,3984,0,0
06053001400,Monterey CA,Central Coast Region,0,2914,0,0
06053013900,Monterey CA,Central Coast Region,0,2584,0,0
06053010606,Monterey CA,Central Coast Region,0.20383451059535823,7928,1616,0
06069000400,San Benito CA,Central Coast Region,0.003704801422643746,6748,25,0
06087100600,Santa Cruz CA,Central Coast Region,0,3358,0,0
06091010000,Sierra CA,Rural Areas,1,3236,3236,1
06081602700,San Mateo CA,Bay Area Region,0,6080,0,0
06081612800,San Mateo CA,Bay Area Region,0,3354,0,0
06081608100,San Mateo CA,Bay Area Region,0,3645,0,0
06081610400,San Mateo CA,Bay Area Region,0,5580,0,0
06081606000,San Mateo CA,Bay Area Region,0,5242,0,0
06081607600,San Mateo CA,Bay Area Region,0,4269,0,0
06081607702,San Mateo CA,Bay Area Region,0,2893,0,0
06081601200,San Mateo CA,Bay Area Region,0,6746,0,0
06081602100,San Mateo CA,Bay Area Region,0,3710,0,0
06047000504,Merced CA,Rural Areas,1,6475,6475,1
06047000602,Merced CA,Rural Areas,1,3806,3806,1
06047001301,Merced CA,Central Valley Region,0,3413,0,0
06075032700,San Francisco CA,Bay Area Region,0,6472,0,0
06075047702,San Francisco CA,Bay Area Region,0,3823,0,0
06075022903,San Francisco CA,Bay Area Region,0,3007,0,0
06075012100,San Francisco CA,Bay Area Region,0,3455,0,0
06075020300,San Francisco CA,Bay Area Region,0,3624,0,0
06075021200,San Francisco CA,Bay Area Region,0,3015,0,0
06075026002,San Francisco CA,Bay Area Region,0,3282,0,0
06075030201,San Francisco CA,Bay Area Region,0,3988,0,0
06101050900,Sutter CA,Rural Areas,1,1388,1388,1
06101050201,Sutter CA,Rural Areas,0,3277,0,1
06049000400,Modoc CA,Rural Areas,1,1106,1106,1
06079011002,San Luis Obispo CA,Central Coast Region,0,2933,0,0
06007000202,Butte CA,Rural Areas,0,4029,0,1
06007000300,Butte CA,Rural Areas,0,4740,0,1
06007000201,Butte CA,Rural Areas,0,4470,0,1
06023001200,Humboldt CA,Rural Areas,1,5141,5141,1
06065046101,Riverside CA,Rural Areas,1,2862,2862,1
06065042711,Riverside CA,Inland Empire Region,0,5114,0,0
06065043222,Riverside CA,Inland Empire Region,0,4775,0,0
06065043313,Riverside CA,Inland Empire Region,0,3802,0,0
06065041704,Riverside CA,Inland Empire Region,0,3746,0,0
06065042505,Riverside CA,Inland Empire Region,0,3949,0,0
06065041703,Riverside CA,Inland Empire Region,0,5760,0,0
06065030300,Riverside CA,Inland Empire Region,0,4440,0,0
06065042509,Riverside CA,Inland Empire Region,0,3460,0,0
06065042516,Riverside CA,Inland Empire Region,0,3740,0,0
06065042407,Riverside CA,Inland Empire Region,0,3313,0,0
06065041002,Riverside CA,Inland Empire Region,0,3283,0,0
06065041203,Riverside CA,Inland Empire Region,0,3442,0,0
06065045704,Riverside CA,Inland Empire Region,0,3135,0,0
06065040203,Riverside CA,Inland Empire Region,0,3788,0,0
06107000402,Tulare CA,Rural Areas,1,6999,6999,1
06107001701,Tulare CA,Central Valley Region,0,6634,0,0
06107002304,Tulare CA,Central Valley Region,0,1786,0,0
06107003002,Tulare CA,Central Valley Region,0,3513,0,0
06073013308,San Diego CA,San Diego Region,0,3962,0,0
06073000800,San Diego CA,San Diego Region,0,4890,0,0
06073003004,San Diego CA,San Diego Region,0,4974,0,0
06073002710,San Diego CA,San Diego Region,0,3943,0,0
06073002601,San Diego CA,San Diego Region,0,5326,0,0
06073002202,San Diego CA,San Diego Region,0,4928,0,0
06073003901,San Diego CA,San Diego Region,0,3892,0,0
06073012800,San Diego CA,San Diego Region,0,4009,0,0
06073008600,San Diego CA,San Diego Region,0,6535,0,0
06073001100,San Diego CA,San Diego Region,0,3000,0,0
06073004900,San Diego CA,San Diego Region,0,4978,0,0
06073007200,San Diego CA,San Diego Region,0,5589,0,0
06073016302,San Diego CA,San Diego Region,0,5750,0,0
06073006600,San Diego CA,San Diego Region,0,1845,0,0
06073003601,San Diego CA,San Diego Region,0,2951,0,0
06073013206,San Diego CA,San Diego Region,0,6909,0,0
06073020207,San Diego CA,San Diego Region,0,5183,0,0
06073020109,San Diego CA,San Diego Region,0,5178,0,0
06073019406,San Diego CA,San Diego Region,0,4959,0,0
06073018905,San Diego CA,Rural Areas,1,6764,6764,1
06073018904,San Diego CA,Rural Areas,1,6316,6316,1
06073018515,San Diego CA,San Diego Region,0,5064,0,0
06073017050,San Diego CA,San Diego Region,0,3011,0,0
06073017006,San Diego CA,San Diego Region,0,2924,0,0
06073016610,San Diego CA,San Diego Region,0,4334,0,0
06073009506,San Diego CA,San Diego Region,0,4385,0,0
06073008359,San Diego CA,San Diego Region,0,4121,0,0
06073008313,San Diego CA,San Diego Region,0,2245,0,0
06017030807,El Dorado CA,Rural Areas,0.6122650840751731,4044,2476,1
06031001500,Kings CA,Rural Areas,1,4743,4743,1
06083002013,Santa Barbara CA,Central Coast Region,0,2887,0,0
06083002703,Santa Barbara CA,Central Coast Region,0,4222,0,0
06083002909,Santa Barbara CA,Central Coast Region,0,5884,0,0
06045010100,Mendocino CA,Rural Areas,1,3100,3100,1
06045011102,Mendocino CA,Rural Areas,0.9961677186654644,4436,4419,1
06061020200,Placer CA,Rural Areas,1,6429,6429,1
06061020806,Placer CA,Capital Region,0,3576,0,0
06089011402,Shasta CA,Rural Areas,0,3279,0,1
06089011300,Shasta CA,Rural Areas,0,5379,0,1
06097153809,Sonoma CA,Rural Areas,1,4510,4510,1
06097150610,Sonoma CA,Bay Area Region,0,3956,0,0
06097150602,Sonoma CA,Bay Area Region,0,4347,0,0
06097152000,Sonoma CA,Bay Area Region,0,2168,0,0
06095251802,Solano CA,Bay Area Region,0,3132,0,0
06095252401,Solano CA,Bay Area Region,0,4855,0,0
06095252608,Solano CA,Bay Area Region,0,4190,0,0
06095250502,Solano CA,Bay Area Region,0,3266,0,0
06095251000,Solano CA,Bay Area Region,0,2742,0,0
06095252605,Solano CA,Bay Area Region,0,5985,0,0
06113010701,Yolo CA,Capital Region,0,4779,0,0
06113011500,Yolo CA,Rural Areas,1,5709,5709,1
06113010508,Yolo CA,Capital Region,0,2569,0,0
06113011203,Yolo CA,Capital Region,0,2657,0,0
06113011103,Yolo CA,Capital Region,0,3271,0,0
06055200504,Napa CA,Bay Area Region,0,6577,0,0
06055200601,Napa CA,Bay Area Region,0,4892,0,0
06067009007,Sacramento CA,Capital Region,0,3084,0,0
06067004401,Sacramento CA,Capital Region,0,4431,0,0
06067007207,Sacramento CA,Capital Region,0,4330,0,0
06067007801,Sacramento CA,Capital Region,0,5807,0,0
06067008135,Sacramento CA,Capital Region,0,4283,0,0
06067008139,Sacramento CA,Capital Region,0,3818,0,0
06067008402,Sacramento CA,Capital Region,0,5447,0,0
06067004201,Sacramento CA,Capital Region,0,5564,0,0
06067005101,Sacramento CA,Capital Region,0,4879,0,0
06067004602,Sacramento CA,Capital Region,0,5663,0,0
06067000800,Sacramento CA,Capital Region,0,1637,0,0
06067009323,Sacramento CA,Capital Region,0,5605,0,0
06067004005,Sacramento CA,Capital Region,0,4418,0,0
06067004203,Sacramento CA,Capital Region,0,5889,0,0
06067007010,Sacramento CA,Capital Region,0,4015,0,0
06033001200,Lake CA,Rural Areas,1,3414,3414,1
06029001700,Kern CA,Central Valley Region,0,4299,0,0
06029002819,Kern CA,Central Valley Region,0,4873,0,0
06029000902,Kern CA,Central Valley Region,0,3891,0,0
06029006500,Kern CA,Rural Areas,1,4350,4350,1
06029005402,Kern CA,Central Valley Region,0,5000,0,0
06029003500,Kern CA,Rural Areas,1,6686,6686,1
06037300100,Los Angeles CA,Los Angeles Region,0,6060,0,0
06037620601,Los Angeles CA,Los Angeles Region,0,5869,0,0
06037291210,Los Angeles CA,Los Angeles Region,0,5162,0,0
06037573902,Los Angeles CA,Los Angeles Region,0,2263,0,0
06037571502,Los Angeles CA,Los Angeles Region,0,5067,0,0
06037570003,Los Angeles CA,Los Angeles Region,0,4617,0,0
06037603301,Los Angeles CA,Los Angeles Region,0,3914,0,0
06037603500,Los Angeles CA,Los Angeles Region,0,3083,0,0
06037554516,Los Angeles CA,Los Angeles Region,0,3821,0,0
06037554517,Los Angeles CA,Los Angeles Region,0,4737,0,0
06037554201,Los Angeles CA,Los Angeles Region,0,4096,0,0
06037554802,Los Angeles CA,Los Angeles Region,0,6045,0,0
06037542401,Los Angeles CA,Los Angeles Region,0,5049,0,0
06037543502,Los Angeles CA,Los Angeles Region,0,4424,0,0
06037600702,Los Angeles CA,Los Angeles Region,0,4182,0,0
06037532102,Los Angeles CA,Los Angeles Region,0,3835,0,0
06037277200,Los Angeles CA,Los Angeles Region,0,1969,0,0
06037128302,Los Angeles CA,Los Angeles Region,0,4654,0,0
06037276500,Los Angeles CA,Los Angeles Region,0,4982,0,0
06037553601,Los Angeles CA,Los Angeles Region,0,4839,0,0
06037551900,Los Angeles CA,Los Angeles Region,0,5561,0,0
06037240700,Los Angeles CA,Los Angeles Region,0,6573,0,0
06037434001,Los Angeles CA,Los Angeles Region,0,4715,0,0
06037123104,Los Angeles CA,Los Angeles Region,0,4309,0,0
06037534201,Los Angeles CA,Los Angeles Region,0,4232,0,0
06037534404,Los Angeles CA,Los Angeles Region,0,3555,0,0
06037532700,Los Angeles CA,Los Angeles Region,0,2878,0,0
06037238310,Los Angeles CA,Los Angeles Region,0,5087,0,0
06037531602,Los Angeles CA,Los Angeles Region,0,4134,0,0
06037533603,Los Angeles CA,Los Angeles Region,0,6106,0,0
06037540902,Los Angeles CA,Los Angeles Region,0,4918,0,0
06037231210,Los Angeles CA,Los Angeles Region,0,3793,0,0
06037229100,Los Angeles CA,Los Angeles Region,0,4523,0,0
06037600501,Los Angeles CA,Los Angeles Region,0,2632,0,0
06037534700,Los Angeles CA,Los Angeles Region,0,4108,0,0
06037601900,Los Angeles CA,Los Angeles Region,0,5091,0,0
06037575401,Los Angeles CA,Los Angeles Region,0,4530,0,0
06037576401,Los Angeles CA,Los Angeles Region,0,4060,0,0
06037576501,Los Angeles CA,Los Angeles Region,0,3094,0,0
06037101220,Los Angeles CA,Los Angeles Region,0,3344,0,0
06037293304,Los Angeles CA,Los Angeles Region,0,4150,0,0
06037271300,Los Angeles CA,Los Angeles Region,0,4779,0,0
06037218110,Los Angeles CA,Los Angeles Region,0,3120,0,0
06037407301,Los Angeles CA,Los Angeles Region,0,4593,0,0
06037481102,Los Angeles CA,Los Angeles Region,0,4083,0,0
06037480803,Los Angeles CA,Los Angeles Region,0,3418,0,0
06037481300,Los Angeles CA,Los Angeles Region,0,2938,0,0
06037463000,Los Angeles CA,Los Angeles Region,0,2706,0,0
06037214700,Los Angeles CA,Los Angeles Region,0,2731,0,0
06037191610,Los Angeles CA,Los Angeles Region,0,4271,0,0
06037191810,Los Angeles CA,Los Angeles Region,0,3028,0,0
06037191620,Los Angeles CA,Los Angeles Region,0,2628,0,0
06037190902,Los Angeles CA,Los Angeles Region,0,3608,0,0
06037187300,Los Angeles CA,Los Angeles Region,0,3456,0,0
06037137502,Los Angeles CA,Los Angeles Region,0,4441,0,0
06037302302,Los Angeles CA,Los Angeles Region,0,5417,0,0
06037104620,Los Angeles CA,Los Angeles Region,0,3200,0,0
06037302002,Los Angeles CA,Los Angeles Region,0,3998,0,0
06037301204,Los Angeles CA,Los Angeles Region,0,4934,0,0
06037405900,Los Angeles CA,Los Angeles Region,0,4423,0,0
06037123303,Los Angeles CA,Los Angeles Region,0,3091,0,0
06037920041,Los Angeles CA,Los Angeles Region,0,1473,0,0
06037123204,Los Angeles CA,Los Angeles Region,0,3125,0,0
06037123205,Los Angeles CA,Los Angeles Region,0,2503,0,0
06037121600,Los Angeles CA,Los Angeles Region,0,2996,0,0
06037120030,Los Angeles CA,Los Angeles Region,0,2591,0,0
06037910602,Los Angeles CA,Los Angeles Region,0,4428,0,0
06037405001,Los Angeles CA,Los Angeles Region,0,5761,0,0
06037117404,Los Angeles CA,Los Angeles Region,0,4548,0,0
06037113234,Los Angeles CA,Los Angeles Region,0,4542,0,0
06037311100,Los Angeles CA,Los Angeles Region,0,4010,0,0
06037222600,Los Angeles CA,Los Angeles Region,0,5141,0,0
06037310701,Los Angeles CA,Los Angeles Region,0,2482,0,0
06037134520,Los Angeles CA,Los Angeles Region,0,5601,0,0
06037134101,Los Angeles CA,Los Angeles Region,0,4991,0,0
06037127920,Los Angeles CA,Los Angeles Region,0,4212,0,0
06037107010,Los Angeles CA,Los Angeles Region,0,3205,0,0
06037482301,Los Angeles CA,Los Angeles Region,0,4989,0,0
06037481604,Los Angeles CA,Los Angeles Region,0,3863,0,0
06037213401,Los Angeles CA,Los Angeles Region,0,4806,0,0
06037212410,Los Angeles CA,Los Angeles Region,0,3560,0,0
06037481714,Los Angeles CA,Los Angeles Region,0,2485,0,0
06037211410,Los Angeles CA,Los Angeles Region,0,2956,0,0
06037236400,Los Angeles CA,Los Angeles Region,0,4346,0,0
06037208902,Los Angeles CA,Los Angeles Region,0,2570,0,0
06037402501,Los Angeles CA,Los Angeles Region,0,5362,0,0
06037228900,Los Angeles CA,Los Angeles Region,0,3420,0,0
06037227020,Los Angeles CA,Los Angeles Region,0,3508,0,0
06037204410,Los Angeles CA,Los Angeles Region,0,2174,0,0
06037530902,Los Angeles CA,Los Angeles Region,0,3820,0,0
06037702201,Los Angeles CA,Los Angeles Region,0,4475,0,0
06037222500,Los Angeles CA,Los Angeles Region,0,4702,0,0
06037701501,Los Angeles CA,Los Angeles Region,0,5283,0,0
06037219300,Los Angeles CA,Los Angeles Region,0,3757,0,0
06059110603,Orange CA,Orange County Region,0,8556,0,0
06059011503,Orange CA,Orange County Region,0,1851,0,0
06059001102,Orange CA,Orange County Region,0,3314,0,0
06059021812,Orange CA,Orange County Region,0,6433,0,0
06059001301,Orange CA,Orange County Region,0,7755,0,0
06059088701,Orange CA,Orange County Region,0,6307,0,0
06059001101,Orange CA,Orange County Region,0,4611,0,0
06059110117,Orange CA,Orange County Region,0,6392,0,0
06059110106,Orange CA,Orange County Region,0,3779,0,0
06059099905,Orange CA,Orange County Region,0,3801,0,0
06059110003,Orange CA,Orange County Region,0,3175,0,0
06059110011,Orange CA,Orange County Region,0,3020,0,0
06059089102,Orange CA,Orange County Region,0,7012,0,0
06059099801,Orange CA,Orange County Region,0,6122,0,0
06059099601,Orange CA,Orange County Region,0,6654,0,0
06059099506,Orange CA,Orange County Region,0,1167,0,0
06059099604,Orange CA,Orange County Region,0,3597,0,0
06059088904,Orange CA,Orange County Region,0,5687,0,0
06059074109,Orange CA,Orange County Region,0,3392,0,0
06059099305,Orange CA,Orange County Region,0,7419,0,0
06059099238,Orange CA,Orange County Region,0,3982,0,0
06059099231,Orange CA,Orange County Region,0,5536,0,0
06059099214,Orange CA,Orange County Region,0,3716,0,0
06059062619,Orange CA,Orange County Region,0,3856,0,0
06059062637,Orange CA,Orange County Region,0,5875,0,0
06059062626,Orange CA,Orange County Region,0,2827,0,0
06059063605,Orange CA,Orange County Region,0,5630,0,0
06059075805,Orange CA,Orange County Region,0,4354,0,0
06059075513,Orange CA,Orange County Region,0,5071,0,0
06059075507,Orange CA,Orange County Region,0,5476,0,0
06059075808,Orange CA,Orange County Region,0,3456,0,0
06059074107,Orange CA,Orange County Region,0,5856,0,0
06059032054,Orange CA,Orange County Region,0,5703,0,0
06059032039,Orange CA,Orange County Region,0,6519,0,0
06059052502,Orange CA,Orange County Region,0,6132,0,0
06059075202,Orange CA,Orange County Region,0,5427,0,0
06059075004,Orange CA,Orange County Region,0,4765,0,0
06059032030,Orange CA,Orange County Region,0,3778,0,0
06111005504,Ventura CA,Central Coast Region,0,4430,0,0
06111005403,Ventura CA,Central Coast Region,0,2651,0,0
06111008202,Ventura CA,Central Coast Region,0,4331,0,0
06111005909,Ventura CA,Central Coast Region,0,3482,0,0
06111001401,Ventura CA,Central Coast Region,0,3954,0,0
06111003201,Ventura CA,Central Coast Region,0,4040,0,0
06111007403,Ventura CA,Central Coast Region,0,5728,0,0
06025011202,Imperial CA,Inland Empire Region,0,5508,0,0
06071007409,San Bernardino CA,Inland Empire Region,0,6278,0,0
06071010300,San Bernardino CA,Rural Areas,1,2973,2973,1
06071003607,San Bernardino CA,Inland Empire Region,0,6230,0,0
06071003505,San Bernardino CA,Inland Empire Region,0,6554,0,0
06071002307,San Bernardino CA,Inland Empire Region,0,5004,0,0
06071008402,San Bernardino CA,Inland Empire Region,0,6501,0,0
06071003900,San Bernardino CA,Inland Empire Region,0,5514,0,0
06071000820,San Bernardino CA,Inland Empire Region,0,3979,0,0
06071001002,San Bernardino CA,Inland Empire Region,0,5283,0,0
06071000605,San Bernardino CA,Inland Empire Region,0,4829,0,0
06071010023,San Bernardino CA,Inland Empire Region,0,6399,0,0
06071009709,San Bernardino CA,Inland Empire Region,0,6492,0,0
06071010015,San Bernardino CA,Inland Empire Region,0,5940,0,0
06093000300,Siskiyou CA,Rural Areas,1,3966,3966,1
06093000800,Siskiyou CA,Rural Areas,1,3370,3370,1
06061021037,Placer CA,Capital Region,0,2209,0,0
06071000606,San Bernardino CA,Inland Empire Region,0,4325,0,0
06071000603,San Bernardino CA,Inland Empire Region,0,5068,0,0
06071002011,San Bernardino CA,Inland Empire Region,0,4058,0,0
06071002019,San Bernardino CA,Inland Empire Region,0,4816,0,0
06071001504,San Bernardino CA,Inland Empire Region,0,5545,0,0
06071003605,San Bernardino CA,Inland Empire Region,0,4308,0,0
06071004404,San Bernardino CA,Inland Empire Region,0,6047,0,0
06071009911,San Bernardino CA,Inland Empire Region,0,7099,0,0
06071000304,San Bernardino CA,Inland Empire Region,0,6163,0,0
06089011702,Shasta CA,Rural Areas,1,3449,3449,1
06055200707,Napa CA,Bay Area Region,0,3302,0,0
06085502604,Santa Clara CA,Bay Area Region,0,4494,0,0
06085503117,Santa Clara CA,Bay Area Region,0,2911,0,0
06053001700,Monterey CA,Central Coast Region,0,4180,0,0
06053000701,Monterey CA,Central Coast Region,0,6427,0,0
06085509304,Santa Clara CA,Bay Area Region,0,3316,0,0
06085512310,Santa Clara CA,Bay Area Region,0.051326748014720126,5163,265,0
06053011204,Monterey CA,Rural Areas,1,4254,4254,1
06053014202,Monterey CA,Central Coast Region,0,4003,0,0
06019002903,Fresno CA,Central Valley Region,0,4081,0,0
06019005409,Fresno CA,Central Valley Region,0,3738,0,0
06075012202,San Francisco CA,Bay Area Region,0,2490,0,0
06075017102,San Francisco CA,Bay Area Region,0,3798,0,0
06075032601,San Francisco CA,Bay Area Region,0,4412,0,0
06075980401,San Francisco CA,Bay Area Region,0,0,0,0
06013302009,Contra Costa CA,Bay Area Region,0,7817,0,0
06013345116,Contra Costa CA,Bay Area Region,0,2982,0,0
06013351103,Contra Costa CA,Bay Area Region,0,2113,0,0
06013320003,Contra Costa CA,Bay Area Region,0,2801,0,0
06095250104,Solano CA,Bay Area Region,0,2257,0,0
06095252611,Solano CA,Bay Area Region,0,3607,0,0
06043000102,Mariposa CA,Rural Areas,1,2619,2619,1
06043000400,Mariposa CA,Rural Areas,1,944,944,1
06099002401,Stanislaus CA,Central Valley Region,0,3852,0,0
06001405302,Alameda CA,Bay Area Region,0,2797,0,0
06001437702,Alameda CA,Bay Area Region,0,4404,0,0
06001451403,Alameda CA,Bay Area Region,0,2175,0,0
06001440336,Alameda CA,Bay Area Region,0,4583,0,0
06001425102,Alameda CA,Bay Area Region,0,3752,0,0
06111004716,Ventura CA,Central Coast Region,0,4240,0,0
06111007609,Ventura CA,Central Coast Region,0,2455,0,0
06059087505,Orange CA,Orange County Region,0,4742,0,0
06065045115,Riverside CA,Inland Empire Region,0,1811,0,0
06065031602,Riverside CA,Inland Empire Region,0,5377,0,0
06065041101,Riverside CA,Inland Empire Region,0,5411,0,0
06065043235,Riverside CA,Inland Empire Region,0.17623095997166136,11292,1990,0
06065043270,Riverside CA,Inland Empire Region,0,6018,0,0
06065043821,Riverside CA,Inland Empire Region,0,5622,0,0
06065030101,Riverside CA,Inland Empire Region,0,1243,0,0
06065041302,Riverside CA,Inland Empire Region,0,4317,0,0
06065044922,Riverside CA,Inland Empire Region,0,5980,0,0
06065045214,Riverside CA,Inland Empire Region,0,6009,0,0
06065047201,Riverside CA,Rural Areas,1,2165,2165,1
06065941400,Riverside CA,Inland Empire Region,0,3985,0,0
06029002820,Kern CA,Central Valley Region,0,6690,0,0
06105000101,Trinity CA,Rural Areas,1,2686,2686,1
06105000102,Trinity CA,Rural Areas,1,4405,4405,1
06115040302,Yuba CA,Rural Areas,0,2479,0,1
06073002711,San Diego CA,San Diego Region,0,3170,0,0
06073020213,San Diego CA,San Diego Region,0,3674,0,0
06073013421,San Diego CA,San Diego Region,0,4720,0,0
06037113237,Los Angeles CA,Los Angeles Region,0,3921,0,0
06037117101,Los Angeles CA,Los Angeles Region,0,5195,0,0
06037124204,Los Angeles CA,Los Angeles Region,0,2753,0,0
06037104704,Los Angeles CA,Los Angeles Region,0,4760,0,0
06037127603,Los Angeles CA,Los Angeles Region,0,2949,0,0
06037139001,Los Angeles CA,Los Angeles Region,0,5125,0,0
06037402804,Los Angeles CA,Los Angeles Region,0,4027,0,0
06037461902,Los Angeles CA,Los Angeles Region,0,2142,0,0
06037125501,Los Angeles CA,Los Angeles Region,0,3249,0,0
06037189201,Los Angeles CA,Los Angeles Region,0,3256,0,0
06037195803,Los Angeles CA,Los Angeles Region,0,2457,0,0
06037207103,Los Angeles CA,Los Angeles Region,0,2099,0,0
06037405302,Los Angeles CA,Los Angeles Region,0,5603,0,0
06037502004,Los Angeles CA,Los Angeles Region,0,4088,0,0
06037134904,Los Angeles CA,Los Angeles Region,0,4368,0,0
06037211704,Los Angeles CA,Los Angeles Region,0,2941,0,0
06037221304,Los Angeles CA,Los Angeles Region,0,3032,0,0
06037237401,Los Angeles CA,Los Angeles Region,0,3765,0,0
06037554203,Los Angeles CA,Los Angeles Region,0,3635,0,0
06037191301,Los Angeles CA,Los Angeles Region,0,2076,0,0
06037265602,Los Angeles CA,Los Angeles Region,0,3318,0,0
06037272201,Los Angeles CA,Los Angeles Region,0,2394,0,0
06037302505,Los Angeles CA,Los Angeles Region,0,3766,0,0
06037199201,Los Angeles CA,Los Angeles Region,0,3584,0,0
06037209103,Los Angeles CA,Los Angeles Region,0,3079,0,0
06037216402,Los Angeles CA,Los Angeles Region,0,2644,0,0
06037221401,Los Angeles CA,Los Angeles Region,0,3362,0,0
06037237101,Los Angeles CA,Los Angeles Region,0,4144,0,0
06037267403,Los Angeles CA,Los Angeles Region,0,3093,0,0
06037408139,Los Angeles CA,Los Angeles Region,0,4290,0,0
06037124902,Los Angeles CA,Los Angeles Region,0,2893,0,0
06037570403,Los Angeles CA,Los Angeles Region,0,4556,0,0
06037104822,Los Angeles CA,Los Angeles Region,0,2345,0,0
06037550601,Los Angeles CA,Los Angeles Region,0,5861,0,0
06037104203,Los Angeles CA,Los Angeles Region,0,4874,0,0
06037901009,Los Angeles CA,Los Angeles Region,0,5741,0,0
06037910606,Los Angeles CA,Los Angeles Region,0,3222,0,0
06037600304,Los Angeles CA,Los Angeles Region,0,3781,0,0
06037701304,Los Angeles CA,Los Angeles Region,0,6462,0,0
06037602505,Los Angeles CA,Los Angeles Region,0,4427,0,0
06037650004,Los Angeles CA,Los Angeles Region,0,4262,0,0
06037651102,Los Angeles CA,Los Angeles Region,0,3750,0,0
