"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002M","B03002_002MA","B03002_002EA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004EA","B03002_004M","B03002_004MA","B03002_005E","B03002_005M","B03002_005MA","B03002_005EA","B03002_006E","B03002_006M","B03002_006MA","B03002_006EA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010EA","B03002_010M","B03002_010MA","B03002_011E","B03002_011M","B03002_011MA","B03002_011EA","B03002_012E","B03002_012M","B03002_012MA","B03002_012EA","B03002_013E","B03002_013M","B03002_013MA","B03002_013EA","B03002_014E","B03002_014EA","B03002_014M","B03002_014MA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016EA","B03002_016M","B03002_016MA","B03002_017E","B03002_017M","B03002_017MA","B03002_017EA","B03002_018E","B03002_018M","B03002_018MA","B03002_018EA","B03002_019E","B03002_019M","B03002_019MA","B03002_019EA","B03002_020E","B03002_020EA","B03002_020M","B03002_020MA","B03002_021E","B03002_021EA","B03002_021M","B03002_021MA",
"0500000US06019","Fresno County, California","930517","*****","*****","null","462559","*****","*****","null","303916","null","751","null","44497","null","789","null","5007","523","null","null","87152","947","null","null","1122","178","null","null","2137","616","null","null","18728","null","1424","null","2158","null","697","null","16570","1254","null","null","467958","*****","*****","null","242999","5388","null","null","2879","null","642","null","4483","null","755","null","1618","null","439","null","156","122","null","null","196882","5495","null","null","18941","1622","null","null","11812","null","1311","null","7129","null","971","null",
"0500000US06021","Glenn County, California","28078","*****","*****","null","17553","*****","*****","null","15674","null","48","null","211","null","55","null","572","79","null","null","680","117","null","null","4","8","null","null","35","38","null","null","377","null","142","null","19","null","31","null","358","133","null","null","10525","*****","*****","null","7174","588","null","null","25","null","39","null","170","null","156","null","0","null","24","null","0","24","null","null","2604","546","null","null","552","234","null","null","437","null","221","null","115","null","105","null",
"0500000US06023","Humboldt County, California","134317","*****","*****","null","121109","*****","*****","null","103889","null","73","null","1584","null","138","null","7398","466","null","null","3195","268","null","null","467","42","null","null","98","76","null","null","4478","null","614","null","39","null","37","null","4439","616","null","null","13208","*****","*****","null","7526","565","null","null","63","null","70","null","341","null","149","null","10","null","19","null","0","30","null","null","3112","616","null","null","2156","472","null","null","1472","null","437","null","684","null","234","null",
"0500000US06025","Imperial County, California","173487","*****","*****","null","34105","*****","*****","null","23876","null","122","null","5064","null","130","null","1437","181","null","null","2420","117","null","null","109","52","null","null","162","126","null","null","1037","null","232","null","79","null","69","null","958","219","null","null","139382","*****","*****","null","96635","2453","null","null","579","null","193","null","1287","null","489","null","260","null","131","null","42","53","null","null","35878","2275","null","null","4701","871","null","null","2842","null","624","null","1859","null","568","null",
"0500000US06027","Inyo County, California","18474","*****","*****","null","14899","*****","*****","null","12202","null","125","null","152","null","15","null","1859","96","null","null","264","31","null","null","80","75","null","null","86","125","null","null","256","null","84","null","0","null","20","null","256","84","null","null","3575","*****","*****","null","2603","243","null","null","13","null","19","null","84","null","62","null","5","null","15","null","19","28","null","null","794","229","null","null","57","49","null","null","16","null","23","null","41","null","42","null",
"0500000US06029","Kern County, California","839153","*****","*****","null","426374","*****","*****","null","323572","null","365","null","44582","null","1020","null","5374","554","null","null","33404","809","null","null","917","182","null","null","1231","376","null","null","17294","null","1478","null","1191","null","379","null","16103","1399","null","null","412779","*****","*****","null","276196","4792","null","null","2067","null","456","null","4402","null","880","null","1047","null","320","null","135","78","null","null","115539","4658","null","null","13393","1386","null","null","7641","null","1031","null","5752","null","964","null",
"0500000US06031","Kings County, California","151982","*****","*****","null","74600","*****","*****","null","53890","null","177","null","9978","null","266","null","1229","109","null","null","5395","297","null","null","278","195","null","null","380","207","null","null","3450","null","443","null","195","null","98","null","3255","449","null","null","77382","*****","*****","null","57047","1671","null","null","492","null","217","null","672","null","238","null","342","null","227","null","0","30","null","null","16181","1515","null","null","2648","553","null","null","1686","null","506","null","962","null","294","null",
"0500000US06033","Lake County, California","64360","*****","*****","null","53292","*****","*****","null","47662","null","176","null","1417","null","97","null","1569","299","null","null","712","115","null","null","97","79","null","null","126","174","null","null","1709","null","349","null","35","null","39","null","1674","348","null","null","11068","*****","*****","null","6119","869","null","null","78","null","66","null","427","null","246","null","7","null","16","null","21","35","null","null","3866","834","null","null","550","207","null","null","287","null","158","null","263","null","150","null",
"0500000US06035","Lassen County, California","34628","*****","*****","null","28520","*****","*****","null","23029","null","190","null","2852","null","181","null","1073","100","null","null","428","31","null","null","205","27","null","null","188","192","null","null","745","null","202","null","16","null","21","null","729","202","null","null","6108","*****","*****","null","1366","302","null","null","79","null","107","null","118","null","54","null","23","null","27","null","19","19","null","null","3923","408","null","null","580","181","null","null","471","null","166","null","109","null","56","null",
"0500000US06037","Los Angeles County, California","9840024","*****","*****","null","5145178","*****","*****","null","2731605","null","1224","null","809858","null","3021","null","17371","873","null","null","1343920","3181","null","null","23520","704","null","null","24612","1701","null","null","194292","null","4457","null","14793","null","1434","null","179499","4169","null","null","4694846","*****","*****","null","2498092","17801","null","null","29979","null","1690","null","32253","null","1894","null","16641","null","1430","null","2453","597","null","null","1958996","21062","null","null","156432","5825","null","null","91233","null","3964","null","65199","null","3425","null",
"0500000US06039","Madera County, California","150615","*****","*****","null","69676","*****","*****","null","57468","null","160","null","4802","null","402","null","1707","331","null","null","2798","176","null","null","507","399","null","null","71","76","null","null","2323","null","447","null","253","null","144","null","2070","445","null","null","80939","*****","*****","null","64370","2089","null","null","446","null","218","null","943","null","499","null","214","null","150","null","13","20","null","null","11919","1627","null","null","3034","808","null","null","1672","null","461","null","1362","null","617","null",
"0500000US06041","Marin County, California","252759","*****","*****","null","214154","*****","*****","null","184847","null","211","null","6804","null","333","null","398","160","null","null","14306","595","null","null","508","92","null","null","735","339","null","null","6556","null","586","null","276","null","118","null","6280","570","null","null","38605","*****","*****","null","16425","1562","null","null","480","null","276","null","269","null","174","null","101","null","66","null","7","12","null","null","18933","1511","null","null","2390","712","null","null","1585","null","637","null","805","null","293","null",
"0500000US06043","Mariposa County, California","18193","*****","*****","null","16479","*****","*****","null","15110","null","5","null","141","null","99","null","435","120","null","null","272","25","null","null","39","47","null","null","0","20","null","null","482","null","127","null","1","null","5","null","481","127","null","null","1714","*****","*****","null","1022","234","null","null","0","null","20","null","234","null","215","null","0","null","20","null","0","20","null","null","342","142","null","null","116","122","null","null","56","null","91","null","60","null","85","null",
"0500000US06045","Mendocino County, California","87577","*****","*****","null","68151","*****","*****","null","59992","null","135","null","650","null","151","null","3286","274","null","null","1569","128","null","null","165","21","null","null","187","118","null","null","2302","null","360","null","59","null","54","null","2243","348","null","null","19426","*****","*****","null","12850","830","null","null","154","null","139","null","914","null","422","null","14","null","17","null","4","8","null","null","4592","819","null","null","898","335","null","null","558","null","287","null","340","null","178","null",
"0500000US06047","Merced County, California","256398","*****","*****","null","115371","*****","*****","null","81483","null","287","null","8857","null","286","null","1085","229","null","null","19035","443","null","null","546","172","null","null","396","268","null","null","3969","null","684","null","433","null","179","null","3536","630","null","null","141027","*****","*****","null","91978","2646","null","null","937","null","331","null","1537","null","432","null","243","null","91","null","33","25","null","null","42092","2599","null","null","4207","780","null","null","2524","null","564","null","1683","null","456","null",
"0500000US06049","Modoc County, California","9545","*****","*****","null","8208","*****","*****","null","7518","null","18","null","129","null","64","null","270","90","null","null","28","42","null","null","0","18","null","null","0","18","null","null","263","null","84","null","3","null","5","null","260","84","null","null","1337","*****","*****","null","899","157","null","null","0","null","18","null","18","null","23","null","8","null","13","null","0","18","null","null","332","138","null","null","80","65","null","null","1","null","2","null","79","null","64","null",
